XWALK_CRSE_NUMBER_PK|SRS_SUBJ_CODE|SRS_COURSE_NUMBER|SRS_COURSE_ID|NGSS_SUBJECT|NGSS_COURSE_NUMBER|NGSS_COURSE_ID|SRS_TOPICS_IND|CONV_TOPICS_IND|CONV_TITLE|CONV_LONG_TITLE|DATA_ORIGIN|CREATED_ON_DATE
ENGL101ENGL0011|ENGL|101|ENGL101|ENGL|0011|ENGL0011|Y||Study of an Author|Study of an Author|RENUMBER|1/23/2022 8:00:56 PM
ENGL101ENGL0010|ENGL|101|ENGL101|ENGL|0010|ENGL0010|Y||Study of an Author|Study of an Author|RENUMBER|1/23/2022 8:00:56 PM
ENGL101AFRC0012|ENGL|101|ENGL101|AFRC|0012|AFRC0012|Y||Study of an Author|Study of an Author|RENUMBER|1/23/2022 8:00:56 PM
ENGL101ENGL0012|ENGL|101|ENGL101|ENGL|0012|ENGL0012|Y||Study of an Author|Study of an Author|RENUMBER|1/23/2022 8:00:56 PM
ENGL101GSWS0011|ENGL|101|ENGL101|GSWS|0011|GSWS0011|Y||Study of an Author|Study of an Author|RENUMBER|1/23/2022 8:00:56 PM
ENGL102ENGL0023|ENGL|102|ENGL102|ENGL|0023|ENGL0023|Y||Study of a Theme|Study of a Literary Theme|RENUMBER|1/23/2022 8:00:56 PM
ENGL102ENGL0020|ENGL|102|ENGL102|ENGL|0020|ENGL0020|Y||Study of a Theme|Study of a Literary Theme|RENUMBER|1/23/2022 8:00:56 PM
ENGL102ENGL0021|ENGL|102|ENGL102|ENGL|0021|ENGL0021|Y||Study of a Theme|Study of a Literary Theme|RENUMBER|1/23/2022 8:00:56 PM
ENGL102CIMS0021|ENGL|102|ENGL102|CIMS|0021|CIMS0021|Y||Study of a Theme|Study of a Literary Theme|RENUMBER|1/23/2022 8:00:56 PM
ENGL102GSWS0023|ENGL|102|ENGL102|GSWS|0023|GSWS0023|Y||Study of a Theme|Study of a Literary Theme|RENUMBER|1/23/2022 8:00:56 PM
ENGL102ENGL0022|ENGL|102|ENGL102|ENGL|0022|ENGL0022|Y||Study of a Theme|Study of a Literary Theme|RENUMBER|1/23/2022 8:00:56 PM
ENGL102COML0022|ENGL|102|ENGL102|COML|0022|COML0022|Y||Study of a Theme|Study of a Literary Theme|RENUMBER|1/23/2022 8:00:56 PM
ENGL104ENGL0041|ENGL|104|ENGL104|ENGL|0041|ENGL0041|Y||Study of a Period|Study of a Literary Period|RENUMBER|1/23/2022 8:00:56 PM
ENGL104CIMS0041|ENGL|104|ENGL104|CIMS|0041|CIMS0041|Y||Study of a Period|Study of a Literary Period|RENUMBER|1/23/2022 8:00:56 PM
ENGL104ENGL0040|ENGL|104|ENGL104|ENGL|0040|ENGL0040|Y||Study of a Period|Study of a Literary Period|RENUMBER|1/23/2022 8:00:56 PM
ENGL104COML0041|ENGL|104|ENGL104|COML|0041|COML0041|Y||Study of a Period|Study of a Literary Period|RENUMBER|1/23/2022 8:00:56 PM
ENGL105ENGL0050|ENGL|105|ENGL105|ENGL|0050|ENGL0050|Y||Literature and Society|Topics in Literature and Society|RENUMBER|1/23/2022 8:00:56 PM
ENGL106ENGL0060|ENGL|106|ENGL106|ENGL|0060|ENGL0060|||Literature and Law|Literature and Law|RENUMBER|1/23/2022 8:00:56 PM
ENGL107ENGL0070|ENGL|107|ENGL107|ENGL|0070|ENGL0070|||Literature and Medicine|Literature and Medicine|RENUMBER|1/23/2022 8:00:56 PM
ENGL108ENGL0080|ENGL|108|ENGL108|ENGL|0080|ENGL0080|||Literature and Science|Literature and Science|RENUMBER|1/23/2022 8:00:56 PM
ENGL109ENGL0090|ENGL|109|ENGL109|ENGL|0090|ENGL0090|||Literature and Business|Literature and Business|RENUMBER|1/23/2022 8:00:56 PM
ENGL111ENGL3112|ENGL|111|ENGL111|ENGL|3112|ENGL3112|||Experimental Writing|Experimental Writing|RENUMBER|1/23/2022 8:00:56 PM
ENGL111ENGL3111|ENGL|111|ENGL111|ENGL|3111|ENGL3111|||Experimental Writing|Experimental Writing|RENUMBER|1/23/2022 8:00:56 PM
ENGL111AFRC3112|ENGL|111|ENGL111|AFRC|3112|AFRC3112|||Experimental Writing|Experimental Writing|RENUMBER|1/23/2022 8:00:56 PM
ENGL112ENGL3201|ENGL|112|ENGL112|ENGL|3201|ENGL3201|||Fiction Workshop: Flash Fic|Fiction Workshop: Flash Fiction|RENUMBER|1/23/2022 8:00:56 PM
ENGL112ENGL3200|ENGL|112|ENGL112|ENGL|3200|ENGL3200|||Fiction Workshop: Short Fic|Fiction Workshop: Short Fiction|RENUMBER|1/23/2022 8:00:56 PM
ENGL113AFRC3101|ENGL|113|ENGL113|AFRC|3101|AFRC3101|||Poetry Workshop|Poetry Workshop|RENUMBER|1/23/2022 8:00:56 PM
ENGL113ENGL3100|ENGL|113|ENGL113|ENGL|3100|ENGL3100|||Poetry Workshop|Poetry Workshop|RENUMBER|1/23/2022 8:00:56 PM
ENGL113ENGL3101|ENGL|113|ENGL113|ENGL|3101|ENGL3101|||Poetry Workshop|Poetry Workshop|RENUMBER|1/23/2022 8:00:56 PM
ENGL115ENGL3208|ENGL|115|ENGL115|ENGL|3208|ENGL3208|||Advanced Fiction Workshop|Advanced Fiction Workshop: Short Fiction|RENUMBER|1/23/2022 8:00:56 PM
ENGL115ENGL3210|ENGL|115|ENGL115|ENGL|3210|ENGL3210|||Adv Fiction Workshop: Novel|Advanced Fiction Workshop: The Novel|RENUMBER|1/23/2022 8:00:56 PM
ENGL115ENGL3209|ENGL|115|ENGL115|ENGL|3209|ENGL3209|||Adv Fiction Workshop: Novella|Advanced Fiction Workshop: The Novella|RENUMBER|1/23/2022 8:00:56 PM
ENGL117ENGL3411|ENGL|117|ENGL117|ENGL|3411|ENGL3411|||Writing About Art and Culture|Writing about the Arts and Popular Culture|RENUMBER|1/23/2022 8:00:56 PM
ENGL118ENGL3106|ENGL|118|ENGL118|ENGL|3106|ENGL3106|||Advanced Poetry Writing|Advanced Poetry Writing Workshop|RENUMBER|1/23/2022 8:00:56 PM
ENGL118AFRC3106|ENGL|118|ENGL118|AFRC|3106|AFRC3106|||Advanced Poetry Writing|Advanced Poetry Writing Workshop|RENUMBER|1/23/2022 8:00:56 PM
ENGL118ENGL3105|ENGL|118|ENGL118|ENGL|3105|ENGL3105|||Advanced Poetry Writing|Advanced Poetry Writing Workshop|RENUMBER|1/23/2022 8:00:56 PM
ENGL119ENGL3405|ENGL|119|ENGL119|ENGL|3405|ENGL3405|||Art Reviewing and Criticism|Art Reviewing and Criticism|RENUMBER|1/23/2022 8:00:56 PM
ENGL120COML3120|ENGL|120|ENGL120|COML|3120|COML3120|||Translation and Poetry|The Translation of Poetry/The Poetry of Translation|RENUMBER|1/23/2022 8:00:56 PM
ENGL120ENGL3120|ENGL|120|ENGL120|ENGL|3120|ENGL3120|||Translation and Poetry|The Translation of Poetry/The Poetry of Translation|RENUMBER|1/23/2022 8:00:56 PM
ENGL121ENGL3251|ENGL|121|ENGL121|ENGL|3251|ENGL3251|||Writing for Children: Beauty|Writing for Children: Beauty and the Book (and the Blog)|RENUMBER|1/23/2022 8:00:56 PM
ENGL121AFRC3253|ENGL|121|ENGL121|AFRC|3253|AFRC3253|||Writing for Young Adults|Writing for Young Adults|RENUMBER|1/23/2022 8:00:56 PM
ENGL121ENGL3253|ENGL|121|ENGL121|ENGL|3253|ENGL3253|||Writing for Young Adults|Writing for Young Adults|RENUMBER|1/23/2022 8:00:56 PM
ENGL121ENGL3252|ENGL|121|ENGL121|ENGL|3252|ENGL3252|||Writing for Young Adults|Writing for Young Adults|RENUMBER|1/23/2022 8:00:56 PM
ENGL121AFRC3251|ENGL|121|ENGL121|AFRC|3251|AFRC3251|||Writing for Children: Beauty|Writing for Children: Beauty and the Book (and the Blog)|RENUMBER|1/23/2022 8:00:56 PM
ENGL121ENGL3250|ENGL|121|ENGL121|ENGL|3250|ENGL3250|||Writing for Children|Writing for Children|RENUMBER|1/23/2022 8:00:56 PM
ENGL122ENGL3510|ENGL|122|ENGL122|ENGL|3510|ENGL3510|||Making Comics|Making Comics|RENUMBER|1/23/2022 8:00:56 PM
ENGL123AFRC3255|ENGL|123|ENGL123|AFRC|3255|AFRC3255|||Advanced Writing for Children|Advanced Writing for Children|RENUMBER|1/23/2022 8:00:56 PM
ENGL123ENGL3256|ENGL|123|ENGL123|ENGL|3256|ENGL3256|||Adv Writing for Young Adults|Advanced Writing for Young Adults|RENUMBER|1/23/2022 8:00:56 PM
ENGL123AFRC3257|ENGL|123|ENGL123|AFRC|3257|AFRC3257|||Adv Writing for Young Adults|Advanced Writing for Young Adults|RENUMBER|1/23/2022 8:00:56 PM
ENGL123ENGL3255|ENGL|123|ENGL123|ENGL|3255|ENGL3255|||Advanced Writing for Children|Advanced Writing for Children|RENUMBER|1/23/2022 8:00:56 PM
ENGL123ENGL3257|ENGL|123|ENGL123|ENGL|3257|ENGL3257|||Adv Writing for Young Adults|Advanced Writing for Young Adults|RENUMBER|1/23/2022 8:00:56 PM
ENGL123ENGL3254|ENGL|123|ENGL123|ENGL|3254|ENGL3254|||Advanced Writing for Children|Advanced Writing for Children|RENUMBER|1/23/2022 8:00:56 PM
ENGL124ENGL3306|ENGL|124|ENGL124|ENGL|3306|ENGL3306|||Writing and Politics|Writing and Politics|RENUMBER|1/23/2022 8:00:56 PM
ENGL124AFRC3306|ENGL|124|ENGL124|AFRC|3306|AFRC3306|||Writing and Politics|Writing and Politics|RENUMBER|1/23/2022 8:00:56 PM
ENGL126ENGL3426|ENGL|126|ENGL126|ENGL|3426|ENGL3426|||The Art of Editing|The Art of Editing|RENUMBER|1/23/2022 8:00:56 PM
ENGL127URBS0051|ENGL|127|ENGL127|URBS|0051|URBS0051|Y||Community Writing|Community Writing|RENUMBER|1/23/2022 8:00:56 PM
ENGL127ENGL0051|ENGL|127|ENGL127|ENGL|0051|ENGL0051|Y||Community Writing|Community Writing|RENUMBER|1/23/2022 8:00:56 PM
ENGL128ENGL3406|ENGL|128|ENGL128|ENGL|3406|ENGL3406|||Magazine Journalism|Magazine Journalism|RENUMBER|1/23/2022 8:00:56 PM
ENGL132ENGL3354|ENGL|132|ENGL132|ENGL|3354|ENGL3354|||Writing Humor and Comedy|Writing Humor and Comedy|RENUMBER|1/23/2022 8:00:56 PM
ENGL133ENGL3650|ENGL|133|ENGL133|ENGL|3650|ENGL3650|||SELF-SCRIPTING|Self-Scripting: Writing through Body and Space|RENUMBER|1/23/2022 8:00:56 PM
ENGL134LALS3651|ENGL|134|ENGL134|LALS|3651|LALS3651|||PASSION PROJECTS|Passion Projects: Radical Experiments in Writing Plays, Screenplays, and Pilots|RENUMBER|1/23/2022 8:00:56 PM
ENGL134ENGL3651|ENGL|134|ENGL134|ENGL|3651|ENGL3651|||PASSION PROJECTS|Passion Projects: Radical Experiments in Writing Plays, Screenplays, and Pilots|RENUMBER|1/23/2022 8:00:56 PM
ENGL134GSWS3651|ENGL|134|ENGL134|GSWS|3651|GSWS3651|||PASSION PROJECTS|Passion Projects: Radical Experiments in Writing Plays, Screenplays, and Pilots|RENUMBER|1/23/2022 8:00:56 PM
ENGL135ENGL3304|ENGL|135|ENGL135|ENGL|3304|ENGL3304|||Creative Nonfiction Workshop|Creative Nonfiction Workshop: Travel Writing|RENUMBER|1/23/2022 8:00:56 PM
ENGL135ENGL3302|ENGL|135|ENGL135|ENGL|3302|ENGL3302|||Creative Nonfiction Workshop|Creative Nonfiction Workshop: Experimental Nonfiction|RENUMBER|1/23/2022 8:00:56 PM
ENGL135ENGL3303|ENGL|135|ENGL135|ENGL|3303|ENGL3303|||Creative Nonfiction Workshop|Creative Nonfiction Workshop: The Art of Experience|RENUMBER|1/23/2022 8:00:56 PM
ENGL135ENGL3300|ENGL|135|ENGL135|ENGL|3300|ENGL3300|||Creative Nonfiction|Creative Nonfiction Workshop: Exploring the Genre|RENUMBER|1/23/2022 8:00:56 PM
ENGL135ENGL3301|ENGL|135|ENGL135|ENGL|3301|ENGL3301|||Creative Nonfiction|Creative Nonfiction Workshop: The Essay|RENUMBER|1/23/2022 8:00:56 PM
ENGL135ENGL3305|ENGL|135|ENGL135|ENGL|3305|ENGL3305|||Creative Nonfiction Workshop|Creative Nonfiction Workshop: Youth Voices Amplified|RENUMBER|1/23/2022 8:00:56 PM
ENGL135AFRC3305|ENGL|135|ENGL135|AFRC|3305|AFRC3305|||Creative Nonfiction Workshop|Creative Nonfiction Workshop: Youth Voices Amplified|RENUMBER|1/23/2022 8:00:56 PM
ENGL136THAR3606|ENGL|136|ENGL136|THAR|3606|THAR3606|||Experimental Playwriting|Experimental Playwriting|RENUMBER|1/23/2022 8:00:56 PM
ENGL136ENGL3606|ENGL|136|ENGL136|ENGL|3606|ENGL3606|||Experimental Playwriting|Experimental Playwriting|RENUMBER|1/23/2022 8:00:56 PM
ENGL140ENGL3514|ENGL|140|ENGL140|ENGL|3514|ENGL3514|||Writing Transformation|Writing Towards Transformation|RENUMBER|1/23/2022 8:00:56 PM
ENGL140GSWS3514|ENGL|140|ENGL140|GSWS|3514|GSWS3514|||Writing Transformation|Writing Towards Transformation|RENUMBER|1/23/2022 8:00:56 PM
ENGL140LALS3514|ENGL|140|ENGL140|LALS|3514|LALS3514|||Writing Transformation|Writing Towards Transformation|RENUMBER|1/23/2022 8:00:56 PM
ENGL141ENGL3355|ENGL|141|ENGL141|ENGL|3355|ENGL3355|||The Story of Memoir|The Story of Memoir|RENUMBER|1/23/2022 8:00:56 PM
ENGL142ENGL3512|ENGL|142|ENGL142|ENGL|3512|ENGL3512|||Duchamp Is My Lawyer|Duchamp is My Lawyer|RENUMBER|1/23/2022 8:00:56 PM
ENGL142CIMS3512|ENGL|142|ENGL142|CIMS|3512|CIMS3512|||Duchamp Is My Lawyer|Duchamp is My Lawyer|RENUMBER|1/23/2022 8:00:56 PM
ENGL144ENGL3204|ENGL|144|ENGL144|ENGL|3204|ENGL3204|||Speculative Fiction: Haunting|Speculative Fiction: The Art of Haunting|RENUMBER|1/23/2022 8:00:56 PM
ENGL144ENGL3203|ENGL|144|ENGL144|ENGL|3203|ENGL3203|||Speculative Fiction: Horror|Speculative Fiction: Horror, Mystery, Suspense|RENUMBER|1/23/2022 8:00:56 PM
ENGL144ENGL3202|ENGL|144|ENGL144|ENGL|3202|ENGL3202|||Speculative Fiction|Speculative Fiction: Science Fiction, Fantasy, Horror|RENUMBER|1/23/2022 8:00:56 PM
ENGL145ENGL3353|ENGL|145|ENGL145|ENGL|3353|ENGL3353|||Advanced Creative Nonfiction|Advanced Creative Nonfiction: Xfic|RENUMBER|1/23/2022 8:00:56 PM
ENGL145ENGL3352|ENGL|145|ENGL145|ENGL|3352|ENGL3352|||Advanced Creative Nonfiction|Advanced Creative Nonfiction: : Look In; Look Out|RENUMBER|1/23/2022 8:00:56 PM
ENGL145ENGL3351|ENGL|145|ENGL145|ENGL|3351|ENGL3351|||Advanced Creative Nonfiction|Advanced Creative Nonfiction: Writing About Mental Health and Addiction|RENUMBER|1/23/2022 8:00:56 PM
ENGL145ENGL3350|ENGL|145|ENGL145|ENGL|3350|ENGL3350|||Advanced Creative Nonfiction|Advanced Creative Nonfiction Workshop: Narrative Nonfiction|RENUMBER|1/23/2022 8:00:56 PM
ENGL149SAST1790|ENGL|149|ENGL149|SAST|1790|SAST1790|||Performing Parables|Performing Parables: Ragas and Sagas of the Sundarban|RENUMBER|1/23/2022 8:00:56 PM
ENGL149FNAR1790|ENGL|149|ENGL149|FNAR|1790|FNAR1790|||Performing Parables|Performing Parables: Ragas and Sagas of the Sundarban|RENUMBER|1/23/2022 8:00:56 PM
ENGL149ENGL3654|ENGL|149|ENGL149|ENGL|3654|ENGL3654|||Performing Parables|Performing Parables: Ragas and Sagas of the Sundarban|RENUMBER|1/23/2022 8:00:56 PM
ENGL149THAR1790|ENGL|149|ENGL149|THAR|1790|THAR1790|||Performing Parables|Performing Parables: Ragas and Sagas of the Sundarban|RENUMBER|1/23/2022 8:00:56 PM
ENGL149ANTH1790|ENGL|149|ENGL149|ANTH|1790|ANTH1790|||Performing Parables|Performing Parables: Ragas and Sagas of the Sundarban|RENUMBER|1/23/2022 8:00:56 PM
ENGL151ENGL3515|ENGL|151|ENGL151|ENGL|3515|ENGL3515|||Translating Laughter|Translating Laughter|RENUMBER|1/23/2022 8:00:56 PM
ENGL155ENGL3409|ENGL|155|ENGL155|ENGL|3409|ENGL3409|||Documentary Writing|Documentary Writing|RENUMBER|1/23/2022 8:00:56 PM
ENGL156ENGL3410|ENGL|156|ENGL156|ENGL|3410|ENGL3410|||Writing From Photographs|Writing from Photographs|RENUMBER|1/23/2022 8:00:56 PM
ENGL157ENGL3402|ENGL|157|ENGL157|ENGL|3402|ENGL3402|||Journalistic Writing|Journalistic Writing: Guinea-Pig Journalism|RENUMBER|1/23/2022 8:00:56 PM
ENGL157ENGL3403|ENGL|157|ENGL157|ENGL|3403|ENGL3403|||Journalistic Writing|Journalistic Writing: Writing about Food|RENUMBER|1/23/2022 8:00:56 PM
ENGL157ENGL3404|ENGL|157|ENGL157|ENGL|3404|ENGL3404|||Journalistic Writing|Journalistic Writing: The Environment|RENUMBER|1/23/2022 8:00:56 PM
ENGL157ENGL3407|ENGL|157|ENGL157|ENGL|3407|ENGL3407|||Writing About Health and Med|Writing about Health and Medicine|RENUMBER|1/23/2022 8:00:56 PM
ENGL157ENGL3401|ENGL|157|ENGL157|ENGL|3401|ENGL3401|||Journalistic Writing|Journalistic Writing: Entrepreneurial Journalism|RENUMBER|1/23/2022 8:00:56 PM
ENGL157ENGL3400|ENGL|157|ENGL157|ENGL|3400|ENGL3400|||Journalistic Writing|Journalistic Writing: Exploring the Genre|RENUMBER|1/23/2022 8:00:56 PM
ENGL158ENGL3413|ENGL|158|ENGL158|ENGL|3413|ENGL3413|||Adv Journalistic Writing|Advanced Journalistic Writing: Journalistic Storytelling|RENUMBER|1/23/2022 8:00:56 PM
ENGL158STSC2202|ENGL|158|ENGL158|STSC|2202|STSC2202|||Adv Journalistic Writing|Advanced Journalistic Writing: Science, Technology, Society|RENUMBER|1/23/2022 8:00:56 PM
ENGL158ENGL3414|ENGL|158|ENGL158|ENGL|3414|ENGL3414|||Adv Journalistic Writing|Advanced Journalistic Writing: Science, Technology, Society|RENUMBER|1/23/2022 8:00:56 PM
ENGL158ENGL3415|ENGL|158|ENGL158|ENGL|3415|ENGL3415|||Adv Journalistic Writing|Advanced Journalistic Writing: Global Journalism|RENUMBER|1/23/2022 8:00:56 PM
ENGL159ENGL3417|ENGL|159|ENGL159|ENGL|3417|ENGL3417|||Political Journalism|Political Journalism|RENUMBER|1/23/2022 8:00:56 PM
ENGL159ENGL3421|ENGL|159|ENGL159|ENGL|3421|ENGL3421|||Political Commentary Writing|Political Commentary Writing: The Presidential Election|RENUMBER|1/23/2022 8:00:56 PM
ENGL160ENGL3408|ENGL|160|ENGL160|ENGL|3408|ENGL3408|||Long-Form Journalism|Long-form Journalism|RENUMBER|1/23/2022 8:00:56 PM
ENGL161ENGL3416|ENGL|161|ENGL161|ENGL|3416|ENGL3416|||The Art of the Profile|The Art of the Profile|RENUMBER|1/23/2022 8:00:56 PM
ENGL162ENGL3418|ENGL|162|ENGL162|ENGL|3418|ENGL3418|||Political Commentary Writing|Political Commentary Writing|RENUMBER|1/23/2022 8:00:56 PM
ENGL162ENGL3419|ENGL|162|ENGL162|ENGL|3419|ENGL3419|||Political Commentary Writing|Political Commentary Writing: The Congressional Midterms|RENUMBER|1/23/2022 8:00:56 PM
ENGL162ENGL3420|ENGL|162|ENGL162|ENGL|3420|ENGL3420|||Political Commentary Writing|Political Commentary Writing: The Presidential Primaries|RENUMBER|1/23/2022 8:00:56 PM
ENGL165ENGL3511|ENGL|165|ENGL165|ENGL|3511|ENGL3511|||Writing Through Cult Art|Writing through Culture and Art|RENUMBER|1/23/2022 8:00:56 PM
ENGL169ENGL3422|ENGL|169|ENGL169|ENGL|3422|ENGL3422|||ADVANCED WRITING PROJECT|Advanced Writing Projects in Long-Form Nonfiction|RENUMBER|1/23/2022 8:00:56 PM
ENGL170ENGL3412|ENGL|170|ENGL170|ENGL|3412|ENGL3412|||Adv Writing in Arts & Culture|Advanced Writing Projects in the Arts and Popular Culture|RENUMBER|1/23/2022 8:00:56 PM
ENGL171ENGL3653|ENGL|171|ENGL171|ENGL|3653|ENGL3653|||Collaborative Practices|Collaborative Practices: Staging Projects Together|RENUMBER|1/23/2022 8:00:56 PM
ENGL171THAR2520|ENGL|171|ENGL171|THAR|2520|THAR2520|||Collaborative Practices|Collaborative Practices: Staging Projects Together|RENUMBER|1/23/2022 8:00:56 PM
ENGL198ENGL1999|ENGL|198|ENGL198|ENGL|1999|ENGL1999|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
ENGL199ENGL3899|ENGL|199|ENGL199|ENGL|3899|ENGL3899|||Independent Study: Bassini|Independent Study: Bassini Writing Apprenticeship|RENUMBER|1/23/2022 8:00:56 PM
ENGL199ENGL3998|ENGL|199|ENGL199|ENGL|3998|ENGL3998|||Creative Writing Honors Thesis|Creative Writing Honors Thesis|RENUMBER|1/23/2022 8:00:56 PM
ENGL199ENGL3999|ENGL|199|ENGL199|ENGL|3999|ENGL3999|||Independent Study|Independent Study in Creative Writing|RENUMBER|1/23/2022 8:00:56 PM
ENGL200ENGL4991|ENGL|200|ENGL200|ENGL|4991|ENGL4991||Y|Junior Research Seminar|Junior Research Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL207ENGL2530|ENGL|207|ENGL207|ENGL|2530|ENGL2530|||Lit and Medicine Seminar|Literature and Medicine Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL208ENGL2660|ENGL|208|ENGL208|ENGL|2660|ENGL2660|||Digital Lives of Books|The Digital Lives of Books|RENUMBER|1/23/2022 8:00:56 PM
ENGL210ENGL0700|ENGL|210|ENGL210|ENGL|0700|ENGL0700|Y||Critical-Creative Seminar|Critical-Creative Approaches to Literature|RENUMBER|1/23/2022 8:00:56 PM
ENGL212ENGL2831|ENGL|212|ENGL212|ENGL|2831|ENGL2831|||Whitman and People'a Press|Walt Whitman and the People's Press|RENUMBER|1/23/2022 8:00:56 PM
ENGL218ENGL2010|ENGL|218|ENGL218|ENGL|2010|ENGL2010|Y||Old English Seminar|Old English Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL220ENGL0983|ENGL|220|ENGL220|ENGL|0983|ENGL0983|||Study Abroad|Study Abroad|RENUMBER|1/23/2022 8:00:56 PM
ENGL221ENGL2011|ENGL|221|ENGL221|ENGL|2011|ENGL2011|Y||Medieval Lit Seminar|Medieval Literature Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL222ENGL2012|ENGL|222|ENGL222|ENGL|2012|ENGL2012|Y||Romance Seminar|Romance Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL225ENGL2013|ENGL|225|ENGL225|ENGL|2013|ENGL2013|||Chaucer Seminar|Chaucer Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL226ENGL2860|ENGL|226|ENGL226|ENGL|2860|ENGL2860|Y||Drama to 1660 Seminar|Drama to 1660 Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL226GSWS2860|ENGL|226|ENGL226|GSWS|2860|GSWS2860|Y||Drama to 1660 Seminar|Drama to 1660 Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL229CLST3708|ENGL|229|ENGL229|CLST|3708|CLST3708|Y||Classicism & Lit Seminar|Topics In Classicism and Literature: Epic Tradition|RENUMBER|1/23/2022 8:00:56 PM
ENGL229GSWS2000|ENGL|229|ENGL229|GSWS|2000|GSWS2000|Y||Classicism & Lit Seminar|Topics In Classicism and Literature: Epic Tradition|RENUMBER|1/23/2022 8:00:56 PM
ENGL229ENGL2000|ENGL|229|ENGL229|ENGL|2000|ENGL2000|Y||Classicism & Lit Seminar|Topics In Classicism and Literature: Epic Tradition|RENUMBER|1/23/2022 8:00:56 PM
ENGL229COML2000|ENGL|229|ENGL229|COML|2000|COML2000|Y||Classicism & Lit Seminar|Topics In Classicism and Literature: Epic Tradition|RENUMBER|1/23/2022 8:00:56 PM
ENGL238ENGL2020|ENGL|238|ENGL238|ENGL|2020|ENGL2020|Y||17th-C Literature Seminar|17th-Century Literature Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL241ENGL2030|ENGL|241|ENGL241|ENGL|2030|ENGL2030|Y||18th-C British Lit Seminar|18th-Century British Literature Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL243ENGL2130|ENGL|243|ENGL243|ENGL|2130|ENGL2130|Y||Early American Lit Seminar|Early American Literature Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL245ENGL2720|ENGL|245|ENGL245|ENGL|2720|ENGL2720|Y||18th-C Novel Seminar|18th-Century Novel Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL245GSWS2720|ENGL|245|ENGL245|GSWS|2720|GSWS2720|Y||18th-C Novel Seminar|18th-Century Novel Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL248ENGL2150|ENGL|248|ENGL248|ENGL|2150|ENGL2150|||Trans-Atlantic Lit Seminar|Trans-Atlantic Literature Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL250ENGL2041|ENGL|250|ENGL250|ENGL|2041|ENGL2041|Y||Romanticism Seminar|Romanticism Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL251ENGL2050|ENGL|251|ENGL251|ENGL|2050|ENGL2050|Y||19th-C Literature Seminar|19th-Century Literature Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL253ENGL2052|ENGL|253|ENGL253|ENGL|2052|ENGL2052|Y||19th-C American Lit Seminar|19th-Century American Literature Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL254ENGL2810|ENGL|254|ENGL254|ENGL|2810|ENGL2810|Y||Poetry and Sound Seminar|Poetry and Sound Seminar: Music and Literature|RENUMBER|1/23/2022 8:00:56 PM
ENGL254COML2810|ENGL|254|ENGL254|COML|2810|COML2810|Y||Poetry and Sound Seminar|Poetry and Sound Seminar: Music and Literature|RENUMBER|1/23/2022 8:00:56 PM
ENGL255ENGL2730|ENGL|255|ENGL255|ENGL|2730|ENGL2730|Y||19th-C Novel Seminar|19th-Century Novel Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL258ENGL2111|ENGL|258|ENGL258|ENGL|2111|ENGL2111|Y||Irish Literature Seminar|Irish Literature Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL259ENGL2072|ENGL|259|ENGL259|ENGL|2072|ENGL2072|Y||Modernism Seminar|Modernism Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL259GRMN1304|ENGL|259|ENGL259|GRMN|1304|GRMN1304|Y||Modernism Seminar|Modernism Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL259COML2071|ENGL|259|ENGL259|COML|2071|COML2071|Y||Modernism Seminar|Modernism Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL259GSWS2072|ENGL|259|ENGL259|GSWS|2072|GSWS2072|Y||Modernism Seminar|Modernism Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL259ENGL2071|ENGL|259|ENGL259|ENGL|2071|ENGL2071|Y||Modernism Seminar|Modernism Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL259ENGL2070|ENGL|259|ENGL259|ENGL|2070|ENGL2070|Y||Modernism Seminar|Modernism Seminar|RENUMBER|1/23/2022 8:00:56 PM
ENGL259ARTH3850|ENGL|259|ENGL259|ARTH|3850|ARTH3850|Y||Modernism Seminar|Modernism Seminar|RENUMBER|1/23/2022 8:00:56 PM
